strongs_num,strongs_id,lemma,translit,english_default,definition,occurrences,lang,existing_rendering,proposed_rendering,status,notes
3432,G3432,μοιχός,moichós,adulterer,:--adulterer.,4,vi,,kẻ tà dâm,needs_review,
3458,G3458,μύλος,mýlos,millstone,:--millstone.,4,vi,,cối xay,needs_review,
3534,G3534,νῖκος,nîkos,victory,:--victory.,4,vi,,sự thắng,needs_review,
3610,G3610,οἰκέτης,oikétēs,servant,:--(household)  servant.,4,vi,,đầy tớ,needs_review,
3639,G3639,ὄλεθρος,ólethros,destruction,:--destruction.,4,vi,,sự hủy diệt,needs_review,
3701,G3701,ὀπτασία,optasía,vision,:--vision.,4,vi,,sự hiện thấy,needs_review,
3706,G3706,ὅρασις,hórasis,sight,":--sight, vision.",4,vi,,sự hiện thấy,needs_review,
3728,G3728,ὁρκωμοσία,horkōmosía,oath,:--oath.,4,vi,,lời thề,needs_review,
3759,G3759,οὐαί,ouaí,woe,":--alas, woe.",4,vi,,khốn,needs_review,
3769,G3769,οὐρά,ourá,tail,:--tail.,4,vi,,đuôi,needs_review,
3800,G3800,ὀψώνιον,opsṓnion,wages,:-- wages.,4,vi,,tiền công,needs_review,
3966,G3966,πατριάρχης,patriárchēs,patriarch,:--patriarch.,4,vi,,tổ phụ,needs_review,
4009,G4009,πέρας,péras,end,":--end, ut-(ter-)most participle",4,vi,,cùng tận,needs_review,
4050,G4050,περισσεία,perisseía,abundance,":--abundance(-ant, (-ly)),  superfluity.",4,vi,,sự dư dật,needs_review,
4083,G4083,πῆχυς,pēchys,cubit,:--cubit.,4,vi,,cubit,needs_review,
4088,G4088,πικρία,pikría,bitterness,:--bitterness.,4,vi,,sự cay đắng,needs_review,
4114,G4114,πλάτος,plátos,breadth,:--breadth.,4,vi,,bề rộng,needs_review,
4123,G4123,πλεονέκτης,pleonéktēs,covetous,:--covetous.,4,vi,,kẻ tham lam,needs_review,
4136,G4136,πληροφορία,plērophoría,assurance,:--(full) assurance.,4,vi,,sự bảo đảm,needs_review,
4194,G4194,Πόντιος,Póntios,Pontius,:--Pontius.,4,vi,,Bô-xơ,needs_review,
4339,G4339,προσήλυτος,prosḗlytos,proselyte,:--proselyte.,4,vi,,người mới theo đạo,needs_review,
4382,G4382,προσωποληψία,prosōpolēpsía,respect of persons,:--respect of persons.,4,vi,,tây vị người,needs_review,
4405,G4405,πρωΐα,prōḯa,early,":--early, morning.",4,vi,,buổi sáng,needs_review,
4410,G4410,πρωτοκαθεδρία,prōtokathedría,chief,":--chief (highest, uppermost) seat.",4,vi,,chỗ ngồi cao nhất,needs_review,
4444,G4444,πύργος,pýrgos,tower,:--tower.,4,vi,,tháp,needs_review,
4505,G4505,ῥύμη,rhýmē,lane,":--lane, street.",4,vi,,đường,needs_review,
4526,G4526,σάκκος,sákkos,sackcloth,:-- sackcloth.,4,vi,,bao nhang,needs_review,
4564,G4564,Σάῤῥα,Sárrha,Sara,":--Sara, Sarah.",4,vi,,Sa-ra,needs_review,
4610,G4610,Σιλουανός,Silouanós,Silvanus,:--Silvanus.,4,vi,,Si-lu-an,needs_review,
4614,G4614,Σινᾶ,Sinâ,Sina,:--Sina.,4,vi,,Si-na,needs_review,
4676,G4676,σουδάριον,soudárion,handkerchief,":--handkerchief, napkin.",4,vi,,khăn,needs_review,
4723,G4723,στείρος,steíros,barren,:--barren.,4,vi,,hiếm muộn,needs_review,
4730,G4730,στενοχωρία,stenochōría,anguish,":--anguish, distress.",4,vi,,sự khốn khổ,needs_review,
4734,G4734,Στεφανᾶς,Stephanâs,Stephanas,:--Stephanas.,4,vi,,Sê-pha-na,needs_review,
4745,G4745,στοά,stoá,porch,:--porch.,4,vi,,hiên cửa,needs_review,
4765,G4765,στρουθίον,strouthíon,sparrow,:--sparrow.,4,vi,,chim sẻ,needs_review,
4769,G4769,στῦλος,stŷlos,pillar,:--pillar.,4,vi,,trụ,needs_review,
4791,G4791,συγκοινωνός,synkoinōnós,companion,":--companion, partake(-r, -r  with).",4,vi,,bạn đồng công,needs_review,
4810,G4810,σῦκον,sŷkon,fig,:--fig.,4,vi,,trái vả,needs_review,
4886,G4886,σύνδεσμος,sýndesmos,band,":--band, bond.",4,vi,,dây ràng buộc,needs_review,
5009,G5009,ταμεῖον,tameîon,secret chamber,":--secret chamber, closet, storehouse.",4,vi,,phòng kín,needs_review,
5014,G5014,ταπείνωσις,tapeínōsis,humiliation,":--humiliation, be made low,  low estate, vile.",4,vi,,sự hèn hạ,needs_review,
5022,G5022,ταῦρος,taûros,bull,":--bull,  ox.",4,vi,,bò đực,needs_review,
5076,G5076,τετράρχης,tetrárchēs,tetrarch,:--tetrarch.,4,vi,,vua chư hầu,needs_review,
5079,G5079,τεχνίτης,technítēs,builder,":--builder,  craftsman.",4,vi,,thợ khéo,needs_review,
5131,G5131,τράγος,trágos,goat,:--goat.,4,vi,,dê đực,needs_review,
5253,G5253,ὑπερῷον,hyperōion,upper chamber,:--upper chamber (room).,4,vi,,phòng cao,needs_review,
5292,G5292,ὑποταγή,hypotagḗ,subjection,:--subjection.,4,vi,,sự phục tùng,needs_review,
5336,G5336,φάτνη,phátnē,manger,":--manager, stall.",4,vi,,máng cỏ,needs_review,
5418,G5418,φραγμός,phragmós,hedge,":--hedge (+ round about), partition.",4,vi,,hàng rào,needs_review,
5427,G5427,φρόνημα,phrónēma,mindset,":--(be, + be carnally, + be  spiritually) mind(-ed).",4,vi,,tư tưởng,needs_review,
5435,G5435,Φρυγία,Phrygía,Phrygia,:--Phrygia.,4,vi,,Phry-gi,needs_review,
5464,G5464,χάλαζα,chálaza,hail,:--hail.,4,vi,,mưa đá,needs_review,
5596,G5596,ψωμίον,psōmíon,sop,:--sop.,4,vi,,miếng bánh nhúng,needs_review,
5598,G5598,Ω,Ō,Omega,:--Omega.,4,vi,,Ô-mê-ga,needs_review,
5604,G5604,ὠδίν,ōdín,pain,":--pain,  sorrow, travail.",4,vi,,cơn đau,needs_review,
5,G5,Ἀββᾶ,Abbâ,Abba,:--Abba.,3,vi,,A-ba,needs_review,
7,G7,Ἀβιά,Abiá,Abia,:--Abia.,3,vi,,A-bi-a,needs_review,
42,G42,ἁγιωσύνη,hagiōsýnē,holiness,:--holiness.,3,vi,,sự thánh khiết,needs_review,
92,G92,ἀδίκημα,adíkēma,evil doing,":--evil doing, iniquity, matter of wrong.",3,vi,,điều gian ác,needs_review,
110,G110,ἀθανασία,athanasía,immortality,:--immortality.,3,vi,,sự bất tử,needs_review,
155,G155,αἴτημα,aítēma,petition,":--petition, request,  required.",3,vi,,lời thỉnh cầu,needs_review,
161,G161,αἰχμαλωσία,aichmalōsía,captivity,:--captivity.,3,vi,,sự bị cầm tù,needs_review,
258,G258,ἀλώπηξ,alṓpēx,fox,:--fox.,3,vi,,con cáo,needs_review,
284,G284,Ἀμιναδάβ,Aminadáb,Aminadab,:--Aminadab.,3,vi,,A-mi-na-đáp,needs_review,
320,G320,ἀνάγνωσις,anágnōsis,reading,:--reading.,3,vi,,đọc,needs_review,
647,G647,ἀποστάσιον,apostásion,divorcement,:--(writing of)  divorcement.,3,vi,,ly dịp,needs_review,
689,G689,Ἀράμ,Arám,Aram,:--Aram.,3,vi,,A-ram,needs_review,
712,G712,ἄριστον,áriston,dinner,:--dinner.,3,vi,,bữa ăn,needs_review,
724,G724,ἁρπαγή,harpagḗ,extortion,":--extortion, ravening, spoiling.",3,vi,,cướp bóc,needs_review,
728,G728,ἀῤῥαβών,arrhabṓn,earnest,:--earnest.,3,vi,,cọc giao ước,needs_review,
755,G755,ἀρχιτρίκλινος,architríklinos,governor of the feast,:--governor  (ruler) of the feast.,3,vi,,quan tọa,needs_review,
803,G803,ἀσφάλεια,aspháleia,certainty,":--certainty, safety.",3,vi,,sự chắc chắn,needs_review,
810,G810,ἀσωτία,asōtía,excess,":--excess, riot.",3,vi,,phóng túng,needs_review,
903,G903,Βαλαάμ,Balaám,Balaam,:--Balaam.,3,vi,,Ba-la-am,needs_review,
931,G931,βάσανος,básanos,torment,:--torment.,3,vi,,sự đau đớn,needs_review,
959,G959,Βερνίκη,Berníkē,Bernice,:--Bernice.,3,vi,,Bê-nít,needs_review,
967,G967,Βηθφαγή,Bēthphagḗ,Bethphage,:--Bethphage.,3,vi,,Bê-tha-ghê,needs_review,
999,G999,βόθυνος,bóthynos,ditch,":--ditch,  pit.",3,vi,,hố,needs_review,
1003,G1003,Βοόζ,Boóz,Booz,:--Booz.,3,vi,,Bô-ô,needs_review,
1023,G1023,βραχίων,brachíōn,arm,:--arm.,3,vi,,cánh tay,needs_review,
1038,G1038,βυρσεύς,byrseús,tanner,:--tanner.,3,vi,,thợ thuộc da,needs_review,
1055,G1055,γαλήνη,galḗnē,calm,:--calm.,3,vi,,sự yên lặng,needs_review,
1058,G1058,Γαλλίων,Gallíōn,Gallio,:--Gallio.,3,vi,,Gáp-li-ôn,needs_review,
1078,G1078,γένεσις,génesis,generation,":--generation,  nature(-ral).",3,vi,,sự sanh ra,needs_review,
1115,G1115,Γολγοθᾶ,Golgothâ,Golgotha,:--Golgotha.,3,vi,,Gô-gô-tha,needs_review,
1117,G1117,γόμος,gómos,burden,":--burden, merchandise.",3,vi,,hàng hóa,needs_review,
1132,G1132,γυμνότης,gymnótēs,nakedness,:--nakedness.,3,vi,,sự trần truồng,needs_review,
1179,G1179,Δεκάπολις,Dekápolis,Decapolis,:--Decapolis.,3,vi,,Đê-ca-bô-lơ,needs_review,
1191,G1191,Δέρβη,Dérbē,Derbe,:--Derbe.,3,vi,,Đẹt-bơ,needs_review,
1200,G1200,δεσμοφύλαξ,desmophýlax,jailor,":--jailor,  keeper of the prison.",3,vi,,cai ngục,needs_review,
1214,G1214,Δημᾶς,Dēmâs,Demas,:--Demas.,3,vi,,Đê-ma,needs_review,
1216,G1216,Δημήτριος,Dēmḗtrios,Demetrius,:--Demetrius.,3,vi,,Đê-mê-triu,needs_review,
1238,G1238,διάδημα,diádēma,crown,:--crown.,3,vi,,mão triều thiên,needs_review,
1243,G1243,διαίρεσις,diaíresis,difference,":--difference,  diversity.",3,vi,,sự khác biệt,needs_review,
1253,G1253,διάκρισις,diákrisis,discernment,":--discern(-ing), disputation.",3,vi,,phân biệt,needs_review,
1290,G1290,διασπορά,diasporá,diaspora,:--(which are) scattered  (abroad).,3,vi,,dân lưu lạc,needs_review,
1293,G1293,διαστολή,diastolḗ,difference,":--difference, distinction.",3,vi,,sự phân biệt,needs_review,
1324,G1324,Δίδυμος,Dídymos,Didymus,:--Didymus.,3,vi,,Đi-đi-mơ,needs_review,
1348,G1348,δικαστής,dikastḗs,judge,:--judge.,3,vi,,quan án,needs_review,
1370,G1370,διχοστασία,dichostasía,division,":--division, sedition.",3,vi,,chia rẽ,needs_review,
1399,G1399,δούλη,doúlē,handmaid,:--handmaid(-en).,3,vi,,đầy tớ gái,needs_review,
1406,G1406,δραχμή,drachmḗ,drachma,:--piece (of  silver).,3,vi,,đồng bạc,needs_review,
1408,G1408,δρόμος,drómos,course,:--course.,3,vi,,đường chạy,needs_review,
1413,G1413,δυνάστης,dynástēs,potentate,":--of great authority, mighty, potentate.",3,vi,,kẻ có quyền thế,needs_review,
1446,G1446,Ἑβραΐς,Hebraḯs,Hebrew,:--Hebrew.,3,vi,,tiếng Hê-bơ-rơ,needs_review,
1505,G1505,εἰλικρίνεια,eilikríneia,sincerity,:--sincerity.,3,vi,,sự thành thật,needs_review,
1662,G1662,Ἐλιακείμ,Eliakeím,Eliakim,:--Eliakim.,3,vi,,Ê-li-a-kim,needs_review,
1668,G1668,ἕλκος,hélkos,sore,:--sore.,3,vi,,vết lở,needs_review,
1675,G1675,Ἑλληνιστής,Hellēnistḗs,Grecian,:--Grecian.,3,vi,,người Hê-lê-nít,needs_review,
1778,G1778,ἔνταλμα,éntalma,commandment,:--commandment.,3,vi,,mạng lịnh,needs_review,
1802,G1802,Ἐνώχ,Enṓch,Enoch,:--Enoch.,3,vi,,Hê-nóc,needs_review,
1841,G1841,ἔξοδος,éxodos,decease,":--decease,  departing.",3,vi,,sự chết,needs_review,
1889,G1889,Ἐπαφρᾶς,Epaphrâs,Epaphras,:--Epaphras.,3,vi,,Ê-pháp-ra,needs_review,
2012,G2012,ἐπίτροπος,epítropos,steward,":--steward, tutor.",3,vi,,quản gia,needs_review,
2037,G2037,Ἔραστος,Érastos,Erastus,:--Erastus.,3,vi,,Ê-rát-tu,needs_review,
2050,G2050,ἐρήμωσις,erḗmōsis,desolation,:--desolation.,3,vi,,hoang tàn,needs_review,
2073,G2073,ἑσπέρα,hespéra,evening,:--evening(-tide).,3,vi,,buổi chiều,needs_review,
2074,G2074,Ἐσρώμ,Esrṓm,Hezron,:--Esrom.,3,vi,,Hết-rôn,needs_review,
2099,G2099,εὐαγγελιστής,euangelistḗs,evangelist,:--evangelist.,3,vi,,nhà truyền giáo,needs_review,
2171,G2171,εὐχή,euchḗ,prayer,":--prayer, vow.",3,vi,,lời cầu nguyện,needs_review,
2175,G2175,εὐωδία,euōdía,sweet fragrance,":--sweet savour (smell, -smelling).",3,vi,,mùi thơm,needs_review,
2194,G2194,Ζαβουλών,Zaboulṓn,Zebulun,:--Zabulon.,3,vi,,Sa-bu-lôn,needs_review,
2195,G2195,Ζακχαῖος,Zakchaîos,Zacchæus,:--Zacchæus.,3,vi,,Xa-chê,needs_review,
2216,G2216,Ζοροβάβελ,Zorobábel,Zerubbabel,:--Zorobabel.,3,vi,,Xô-rô-ba-bên,needs_review,
2265,G2265,Ἡρωδιανοί,Hērōdianoí,Herodian,:--Herodians.,3,vi,,phe Hê-rốt,needs_review,
2269,G2269,Ἠσαῦ,Ēsaû,Esau,:--Esau.,3,vi,,Ê-sau,needs_review,
2279,G2279,ἦχος,ēchos,sound,":--fame, sound.",3,vi,,tiếng,needs_review,
2285,G2285,θάμβος,thámbos,amazement,":--X amazed, + astonished, wonder.",3,vi,,sự kinh ngạc,needs_review,
2299,G2299,θεά,theá,goddess,:--goddess.,3,vi,,nữ thần,needs_review,
2302,G2302,θέατρον,théatron,spectacle,":--spectacle, theatre.",3,vi,,rạp hát,needs_review,
2330,G2330,θέρος,théros,summer,:--summer.,3,vi,,mùa hạ,needs_review,
2386,G2386,ἴαμα,íama,healing,:--healing.,3,vi,,sự chữa lành,needs_review,
2392,G2392,ἴασις,íasis,cure,":--cure, heal(-ing).",3,vi,,chữa lành,needs_review,
2408,G2408,Ἱερεμίας,Hieremías,Jeremiah,:--Jeremiah.,3,vi,,Giê-rê-mi,needs_review,
2447,G2447,ἰός,iós,rust,":--poison, rust.",3,vi,,rỉ sét,needs_review,
2459,G2459,Ἰοῦστος,Ioûstos,Justus,:--Justus.,3,vi,,Giúc-tu,needs_review,
2471,G2471,ἰσότης,isótēs,equality,:--equal(-ity).,3,vi,,sự bằng nhau,needs_review,
2487,G2487,ἴχνος,íchnos,step,:--step.,3,vi,,dấu chân,needs_review,
2506,G2506,καθαίρεσις,kathaíresis,destruction,":--destruction, pulling  down.",3,vi,,sự phá hủy,needs_review,
2515,G2515,καθέδρα,kathédra,seat,:--seat.,3,vi,,ghế,needs_review,
2519,G2519,καθηγητής,kathēgētḗs,teacher,:--master.,3,vi,,thầy,needs_review,
2535,G2535,Κάϊν,Káïn,Cain,:--Cain.,3,vi,,Ca-in,needs_review,
2631,G2631,κατάκριμα,katákrima,condemnation,:--condemnation.,3,vi,,sự định tội,needs_review,
2646,G2646,κατάλυμα,katályma,guest room,":-- guestchamber, inn.",3,vi,,phòng khách,needs_review,
2742,G2742,καύσων,kaúsōn,burning heat,:--(burning) heat.,3,vi,,nắng gắt,needs_review,
2747,G2747,Κεγχρεαί,Kenchreaí,Cenchrea,:--Cencrea.,3,vi,,Cencre,needs_review,
2760,G2760,κεντυρίων,kentyríōn,centurion,:--centurion.,3,vi,,đội trưởng,needs_review,
2763,G2763,κεραμεύς,kerameús,potter,:--potter.,3,vi,,thợ gốm,needs_review,
2771,G2771,κέρδος,kérdos,gain,":--gain,  lucre.",3,vi,,lợi,needs_review,
2783,G2783,κῆρυξ,kēryx,preacher,:--preacher.,3,vi,,người rao giảng,needs_review,
2804,G2804,Κλαύδιος,Klaúdios,Claudius,:--Claudius.,3,vi,,Clau-đia,needs_review,
2824,G2824,κλίμα,klíma,region,":--part, region.",3,vi,,miền,needs_review,
2855,G2855,κολλυβιστής,kollybistḗs,money changer,:--(money-)changer.,3,vi,,người đổi bạc,needs_review,
2892,G2892,κουστωδία,koustōdía,watch,:--watch.,3,vi,,lính canh,needs_review,
2911,G2911,κρημνός,krēmnós,steep place,:--steep place.,3,vi,,vách đứng,needs_review,
2912,G2912,Κρής,Krḗs,Cretan,":--Crete, Cretian.",3,vi,,người Cơ-rết,needs_review,
2922,G2922,κριτήριον,kritḗrion,court,":--to judge, judgment  (seat).",3,vi,,tòa án,needs_review,
2953,G2953,Κύπριος,Kýprios,Cypriot,:--of Cyprus.,3,vi,,người Cơ-rết,needs_review,
2970,G2970,κῶμος,kōmos,revelry,":--revelling, rioting.",3,vi,,sự ăn uống say sưa,needs_review,
2978,G2978,λαῖλαψ,laîlaps,storm,":--storm, tempest.",3,vi,,bão tố,needs_review,
3016,G3016,λεπτόν,leptón,mite,:--mite.,3,vi,,đồng tiền nhỏ,needs_review,
3018,G3018,Λευΐς,Leuḯs,Levi,:--Levi.,3,vi,,Lê-vi,needs_review,
3019,G3019,Λευΐτης,Leuḯtēs,Levite,:--Levite.,3,vi,,người Lê-vi,needs_review,
3040,G3040,λιμήν,limḗn,harbor,:--haven.,3,vi,,bến tàu,needs_review,
3059,G3059,λοιδορία,loidoría,railing,":--railing, reproach(-fully).",3,vi,,chưởi rủa,needs_review,
3061,G3061,λοιμός,loimós,pestilence,:--pestilence(-t).,3,vi,,bệnh dịch,needs_review,
3065,G3065,Λουκᾶς,Loukâs,Luke,":--Lucas, Luke.",3,vi,,Lu-ca,needs_review,
3069,G3069,Λύδδα,Lýdda,Lydda,:--Lydda.,3,vi,,Lý-đa,needs_review,
3079,G3079,Λυσίας,Lysías,Lysias,:--Lysias.,3,vi,,Ly-si,needs_review,
3085,G3085,λύτρωσις,lýtrōsis,redemption,":--+ redeemed, redemption.",3,vi,,sự cứu chuộc,needs_review,
3108,G3108,μακαρισμός,makarismós,blessing,:--blessedness.,3,vi,,phước hạnh,needs_review,
3119,G3119,μαλακία,malakía,disease,:--disease.,3,vi,,bịnh tật,needs_review,
3128,G3128,Μανασσῆς,Manassēs,Manasses,:--Manasses.,3,vi,,Ma-na-se,needs_review,
3149,G3149,μαστός,mastós,breast,:--pap.,3,vi,,vú,needs_review,
3153,G3153,ματαιότης,mataiótēs,vanity,:--vanity.,3,vi,,Sự hư không,needs_review,
3168,G3168,μεγαλειότης,megaleiótēs,majesty,":--magnificence, majesty,  mighty power.",3,vi,,uy nghi,needs_review,
3172,G3172,μεγαλωσύνη,megalōsýnē,majesty,:--majesty.,3,vi,,uy nghi,needs_review,
3175,G3175,μεγιστᾶνες,megistânes,great men,":--great men, lords.",3,vi,,các quan lớn,needs_review,
3178,G3178,μέθη,méthē,drunkenness,:--drunkenness.,3,vi,,say sưa,needs_review,
3321,G3321,μεσουράνημα,mesouránēma,midheaven,:--midst of heaven.,3,vi,,giữa trời,needs_review,
3331,G3331,μετάθεσις,metáthesis,change,":--change, removing, translation.",3,vi,,chuyển dời,needs_review,
3372,G3372,μῆκος,mēkos,length,,3,vi,,chiều dài,needs_review,
3399,G3399,Μίλητος,Mílētos,Miletus,:--Miletus.,3,vi,,Mi-lê,needs_review,
3405,G3405,μισθαποδοσία,misthapodosía,reward,:--recompence of reward.,3,vi,,phần thưởng,needs_review,
3422,G3422,μνημόσυνον,mnēmósynon,memorial,:--memorial.,3,vi,,ký niệm,needs_review,
3426,G3426,μόδιος,módios,bushel,:--bushel.,3,vi,,cái thùng,needs_review,
3444,G3444,μορφή,morphḗ,form,:--form.,3,vi,,hình thể,needs_review,
3449,G3449,μόχθος,móchthos,painfulness,":--painfulness, travail.",3,vi,,khó nhọc,needs_review,
3476,G3476,Ναασσών,Naassṓn,Nahshon,:--Naasson.,3,vi,,Na-ách-son,needs_review,
3492,G3492,ναύτης,naútēs,sailor,":--sailor, shipman.",3,vi,,thủy thủ,needs_review,
3508,G3508,Νεφθαλείμ,Nephthaleím,Naphtali,:--Nephthalim.,3,vi,,Nép-ta-li,needs_review,
3547,G3547,νομοδιδάσκαλος,nomodidáskalos,teacher of law,:--doctor (teacher) of the law.,3,vi,,thầy dạy luật,needs_review,
3559,G3559,νουθεσία,nouthesía,admonition,:--admonition.,3,vi,,khuyên bảo,needs_review,
3567,G3567,νυμφών,nymphṓn,bridechamber,:--bridechamber.,3,vi,,phòng cưới,needs_review,
3646,G3646,ὁλοκαύτωμα,holokaútōma,burnt offering,:--(whole) burnt offering.,3,vi,,của lễ thiêu,needs_review,
3682,G3682,Ὀνήσιμος,Onḗsimos,Onesimus,:--Onesimus.,3,vi,,Ô-nê-sim,needs_review,
3722,G3722,ὄρθρος,órthros,early in the morning,:--early in the morning.,3,vi,,ban sớm,needs_review,
